delivery_id,order_id,driver_id,pickup_time,delivery_time,delivery_status,distance_km,delivery_duration_minutes
DEL-01664,ORD-02242,DRV-020,2025-11-22 16:25:53,2025-11-22 19:39:53,failed,53.4,194
DEL-01665,ORD-02243,DRV-026,2026-04-09 22:59:46,2026-04-09 23:57:46,in_transit,68.3,58
DEL-01666,ORD-02244,DRV-041,2025-12-27 15:52:24,2025-12-27 17:05:24,delivered,60.0,73
DEL-01667,ORD-02248,DRV-050,2025-08-17 02:46:49,2025-08-17 04:43:49,delivered,24.2,117
DEL-01668,ORD-02250,DRV-026,2026-03-05 19:46:58,2026-03-05 21:46:58,delivered,79.5,120
DEL-01669,ORD-02251,DRV-038,2025-08-09 23:21:43,2025-08-10 03:15:43,delivered,59.2,234
DEL-01670,ORD-02252,DRV-022,2026-02-22 12:39:35,2026-02-22 15:20:35,delivered,18.3,161
DEL-01671,ORD-02253,DRV-004,2025-10-10 13:22:45,2025-10-10 16:35:45,delivered,57.4,193
DEL-01672,ORD-02255,DRV-028,2025-11-25 06:23:49,2025-11-25 10:20:49,delivered,49.3,237
DEL-01673,ORD-02256,DRV-049,2025-11-16 10:25:59,2025-11-16 13:04:59,delivered,68.7,159
DEL-01674,ORD-02258,DRV-036,2025-12-06 08:24:55,2025-12-06 11:46:55,delivered,40.8,202
DEL-01675,ORD-02259,DRV-014,2025-07-09 20:31:33,2025-07-09 22:37:33,delivered,39.2,126
DEL-01676,ORD-02260,DRV-045,2025-11-17 03:44:53,2025-11-17 07:07:53,delivered,5.0,203
DEL-01677,ORD-02261,DRV-007,2026-04-12 08:02:58,2026-04-12 08:46:58,delivered,79.7,44
DEL-01678,ORD-02263,DRV-025,2025-11-29 00:54:16,2025-11-29 04:19:16,delivered,67.5,205
DEL-01679,ORD-02265,DRV-043,2025-08-06 20:25:58,2025-08-06 23:50:58,delivered,51.7,205
DEL-01680,ORD-02266,DRV-035,2026-01-10 08:30:38,2026-01-10 11:44:38,delivered,50.9,194
DEL-01681,ORD-02270,DRV-013,2025-08-31 03:07:27,2025-08-31 05:16:27,delivered,47.5,129
DEL-01682,ORD-02272,DRV-016,2025-06-12 01:38:52,2025-06-12 05:10:52,delivered,41.1,212
DEL-01683,ORD-02273,DRV-022,2025-07-01 19:43:57,2025-07-01 21:01:57,delivered,33.9,78
DEL-01684,ORD-02275,DRV-047,2026-03-19 09:31:22,2026-03-19 12:22:22,delivered,28.0,171
DEL-01685,ORD-02276,DRV-009,2025-11-20 16:43:24,2025-11-20 18:10:24,returned_to_warehouse,8.8,87
DEL-01686,ORD-02278,DRV-013,2026-01-13 06:16:38,2026-01-13 10:16:38,delivered,55.3,240
DEL-01687,ORD-02279,DRV-046,2025-08-14 06:21:22,2025-08-14 08:48:22,delivered,20.6,147
DEL-01688,ORD-02280,DRV-010,2025-07-27 06:07:46,2025-07-27 10:04:46,delivered,11.3,237
DEL-01689,ORD-02282,DRV-009,2026-01-19 05:26:48,2026-01-19 08:28:48,delivered,55.8,182
DEL-01690,ORD-02283,DRV-028,2025-10-23 15:59:11,2025-10-23 17:37:11,delivered,39.6,98
DEL-01691,ORD-02284,DRV-016,2026-04-09 22:15:43,2026-04-10 01:21:43,in_transit,27.7,186
DEL-01692,ORD-02285,DRV-029,2025-12-10 08:45:33,2025-12-10 10:46:33,delivered,26.5,121
DEL-01693,ORD-02286,DRV-031,2025-07-30 05:40:05,2025-07-30 06:48:05,delivered,4.9,68
DEL-01694,ORD-02287,DRV-017,2025-04-25 02:49:48,2025-04-25 03:37:48,returned_to_warehouse,17.2,48
DEL-01695,ORD-02288,DRV-031,2026-02-21 14:10:03,2026-02-21 18:02:03,delivered,30.1,232
DEL-01696,ORD-02289,DRV-036,2025-08-16 21:58:32,2025-08-17 00:08:32,delivered,10.7,130
DEL-01697,ORD-02290,DRV-041,2025-07-14 18:38:11,2025-07-14 20:11:11,delivered,74.3,93
DEL-01698,ORD-02292,DRV-001,2026-03-13 07:27:32,2026-03-13 09:59:32,delivered,54.8,152
DEL-01699,ORD-02293,DRV-026,2025-12-16 21:25:23,2025-12-16 23:42:23,delivered,27.3,137
DEL-01700,ORD-02294,DRV-035,2025-07-15 18:00:42,2025-07-15 19:09:42,delivered,15.2,69
DEL-01701,ORD-02295,DRV-024,2025-12-24 13:17:01,2025-12-24 14:47:01,delivered,53.2,90
DEL-01702,ORD-02296,DRV-023,2026-01-04 14:07:25,2026-01-04 15:52:25,delivered,24.1,105
DEL-01703,ORD-02297,DRV-024,2025-11-24 12:16:33,2025-11-24 15:37:33,delivered,2.3,201
DEL-01704,ORD-02298,DRV-004,2025-09-02 23:09:14,2025-09-03 03:06:14,delivered,75.3,237
DEL-01705,ORD-02299,DRV-001,2025-08-11 14:31:57,2025-08-11 16:45:57,delivered,18.6,134
DEL-01706,ORD-02300,DRV-044,2025-09-25 15:46:09,2025-09-25 18:23:09,delivered,40.0,157
DEL-01707,ORD-02302,DRV-032,2026-02-28 07:10:59,2026-02-28 11:03:59,delivered,18.9,233
DEL-01708,ORD-02303,DRV-017,2025-05-12 10:36:39,2025-05-12 11:55:39,delivered,47.0,79
DEL-01709,ORD-02304,DRV-012,2025-06-26 21:14:45,2025-06-27 01:14:45,in_transit,34.1,240
DEL-01710,ORD-02305,DRV-025,2025-12-05 07:50:54,2025-12-05 11:29:54,delivered,66.3,219
DEL-01711,ORD-02306,DRV-028,2025-06-08 09:46:32,2025-06-08 13:05:32,delivered,78.7,199
DEL-01712,ORD-02307,DRV-012,2025-07-01 17:17:01,2025-07-01 20:11:01,failed,3.4,174
DEL-01713,ORD-02309,DRV-022,2025-11-18 14:59:53,2025-11-18 15:44:53,delivered,46.0,45
DEL-01714,ORD-02310,DRV-039,2026-02-15 04:25:21,2026-02-15 05:00:21,delivered,33.2,35
DEL-01715,ORD-02311,DRV-002,2026-03-22 05:11:11,2026-03-22 07:31:11,failed,52.2,140
DEL-01716,ORD-02312,DRV-007,2025-07-13 12:34:40,2025-07-13 16:08:40,delivered,7.2,214
DEL-01717,ORD-02313,DRV-014,2025-05-14 19:18:40,2025-05-14 19:57:40,delivered,6.4,39
DEL-01718,ORD-02314,DRV-039,2026-01-06 06:13:13,2026-01-06 08:02:13,delivered,49.7,109
DEL-01719,ORD-02315,DRV-047,2025-08-08 19:20:58,2025-08-08 20:31:58,delivered,73.2,71
DEL-01720,ORD-02316,DRV-049,2026-01-04 13:09:32,2026-01-04 16:00:32,delivered,52.6,171
DEL-01721,ORD-02317,DRV-005,2025-07-16 01:05:36,2025-07-16 05:04:36,delivered,20.0,239
DEL-01722,ORD-02318,DRV-042,2025-06-21 04:43:52,2025-06-21 07:45:52,failed,14.3,182
DEL-01723,ORD-02320,DRV-015,2025-07-30 15:28:29,2025-07-30 16:35:29,failed,10.8,67
DEL-01724,ORD-02322,DRV-027,2025-12-03 23:41:24,2025-12-04 02:13:24,delivered,8.6,152
DEL-01725,ORD-02324,DRV-010,2026-01-26 05:43:52,2026-01-26 06:27:52,delivered,72.0,44
DEL-01726,ORD-02327,DRV-018,2025-09-09 14:03:19,2025-09-09 15:32:19,delivered,52.9,89
DEL-01727,ORD-02328,DRV-040,2025-06-16 12:44:12,2025-06-16 15:10:12,delivered,62.8,146
DEL-01728,ORD-02330,DRV-029,2025-10-18 19:24:47,2025-10-18 21:16:47,delivered,40.3,112
DEL-01729,ORD-02331,DRV-004,2026-01-11 07:20:36,2026-01-11 08:32:36,failed,71.5,72
DEL-01730,ORD-02333,DRV-034,2026-02-10 04:35:24,2026-02-10 05:54:24,delivered,13.8,79
DEL-01731,ORD-02336,DRV-006,2025-09-04 07:34:12,2025-09-04 11:01:12,in_transit,60.3,207
DEL-01732,ORD-02338,DRV-019,2026-01-18 09:06:35,2026-01-18 11:23:35,delivered,78.1,137
DEL-01733,ORD-02339,DRV-038,2026-03-19 01:04:21,2026-03-19 03:20:21,delivered,56.9,136
DEL-01734,ORD-02340,DRV-027,2025-11-20 00:22:28,2025-11-20 01:27:28,delivered,59.8,65
DEL-01735,ORD-02341,DRV-002,2025-06-10 14:32:12,2025-06-10 17:27:12,delivered,34.5,175
DEL-01736,ORD-02342,DRV-029,2026-01-07 21:45:50,2026-01-08 00:04:50,returned_to_warehouse,71.1,139
DEL-01737,ORD-02345,DRV-022,2025-09-28 20:18:57,2025-09-28 23:45:57,failed,51.0,207
DEL-01738,ORD-02346,DRV-030,2025-08-31 06:35:15,2025-08-31 08:37:15,delivered,38.0,122
DEL-01739,ORD-02347,DRV-035,2025-11-24 23:24:46,2025-11-25 00:58:46,delivered,38.6,94
DEL-01740,ORD-02348,DRV-045,2025-05-12 17:44:44,2025-05-12 18:17:44,delivered,36.4,33
DEL-01741,ORD-02349,DRV-030,2025-06-06 07:02:12,2025-06-06 08:41:12,delivered,34.5,99
DEL-01742,ORD-02350,DRV-040,2025-10-06 05:32:50,2025-10-06 06:15:50,delivered,79.5,43
DEL-01743,ORD-02351,DRV-010,2025-06-12 15:25:02,2025-06-12 18:03:02,returned_to_warehouse,49.3,158
DEL-01744,ORD-02352,DRV-039,2025-06-25 11:21:15,2025-06-25 13:09:15,delivered,14.1,108
DEL-01745,ORD-02356,DRV-026,2025-10-12 15:06:19,2025-10-12 17:47:19,delivered,64.1,161
DEL-01746,ORD-02357,DRV-025,2026-03-21 16:31:32,2026-03-21 20:05:32,delivered,7.6,214
DEL-01747,ORD-02359,DRV-013,2026-04-05 22:14:43,2026-04-05 23:14:43,in_transit,36.1,60
DEL-01748,ORD-02360,DRV-028,2025-09-01 09:02:19,2025-09-01 11:38:19,delivered,7.8,156
DEL-01749,ORD-02362,DRV-035,2025-12-06 00:25:09,2025-12-06 02:20:09,delivered,32.2,115
DEL-01750,ORD-02363,DRV-042,2025-11-18 00:06:55,2025-11-18 00:38:55,delivered,64.0,32
DEL-01751,ORD-02364,DRV-037,2025-09-13 03:28:25,2025-09-13 05:34:25,delivered,25.8,126
DEL-01752,ORD-02365,DRV-038,2025-05-02 04:29:14,2025-05-02 06:33:14,delivered,51.6,124
DEL-01753,ORD-02366,DRV-049,2026-03-19 18:41:34,2026-03-19 19:59:34,failed,72.0,78
DEL-01754,ORD-02367,DRV-016,2025-09-05 08:25:56,2025-09-05 10:02:56,delivered,12.4,97
DEL-01755,ORD-02368,DRV-026,2025-11-09 08:07:45,2025-11-09 11:29:45,delivered,55.5,202
DEL-01756,ORD-02369,DRV-040,2025-06-27 19:41:52,2025-06-27 20:15:52,delivered,8.6,34
DEL-01757,ORD-02370,DRV-029,2025-09-23 14:37:23,2025-09-23 18:01:23,in_transit,22.4,204
DEL-01758,ORD-02371,DRV-033,2025-07-18 00:40:26,2025-07-18 04:09:26,in_transit,11.2,209
DEL-01759,ORD-02372,DRV-007,2026-03-17 08:01:57,2026-03-17 11:36:57,delivered,55.4,215
DEL-01760,ORD-02373,DRV-007,2026-01-05 13:10:08,2026-01-05 14:23:08,delivered,5.1,73
DEL-01761,ORD-02374,DRV-019,2025-10-20 20:14:40,2025-10-20 20:58:40,delivered,38.8,44
DEL-01762,ORD-02376,DRV-024,2025-12-23 20:16:22,2025-12-23 21:43:22,delivered,35.1,87
DEL-01763,ORD-02377,DRV-010,2025-12-28 02:06:03,2025-12-28 04:29:03,delivered,48.6,143
DEL-01764,ORD-02378,DRV-021,2025-12-11 05:49:43,2025-12-11 07:34:43,delivered,34.2,105
DEL-01765,ORD-02379,DRV-001,2026-03-20 08:46:51,2026-03-20 09:39:51,delivered,4.7,53
DEL-01766,ORD-02380,DRV-032,2026-01-09 14:47:45,2026-01-09 18:10:45,delivered,38.6,203
DEL-01767,ORD-02383,DRV-001,2026-02-08 05:48:39,2026-02-08 09:26:39,delivered,30.2,218
DEL-01768,ORD-02387,DRV-037,2025-12-08 10:58:44,2025-12-08 11:40:44,delivered,13.6,42
DEL-01769,ORD-02388,DRV-015,2025-07-21 11:54:07,2025-07-21 13:05:07,failed,55.5,71
DEL-01770,ORD-02389,DRV-001,2025-10-01 00:41:14,2025-10-01 04:05:14,in_transit,50.2,204
DEL-01771,ORD-02390,DRV-024,2025-12-22 08:12:19,2025-12-22 09:26:19,failed,50.4,74
DEL-01772,ORD-02391,DRV-042,2025-07-20 01:10:04,2025-07-20 04:19:04,delivered,63.7,189
DEL-01773,ORD-02392,DRV-022,2025-11-22 22:26:11,2025-11-23 01:48:11,delivered,56.0,202
DEL-01774,ORD-02393,DRV-039,2026-03-31 02:11:58,2026-03-31 03:39:58,delivered,69.7,88
DEL-01775,ORD-02394,DRV-017,2026-02-19 10:39:59,2026-02-19 14:20:59,delivered,79.0,221
DEL-01776,ORD-02400,DRV-043,2025-11-18 02:16:53,2025-11-18 06:00:53,delivered,15.0,224
DEL-01777,ORD-02401,DRV-043,2026-03-12 16:03:05,2026-03-12 19:27:05,delivered,50.0,204
DEL-01778,ORD-02403,DRV-019,2025-06-25 11:19:09,2025-06-25 12:31:09,delivered,6.4,72
DEL-01779,ORD-02404,DRV-019,2025-09-17 13:34:23,2025-09-17 15:33:23,delivered,62.7,119
DEL-01780,ORD-02405,DRV-006,2026-02-12 22:31:31,2026-02-13 02:24:31,failed,63.4,233
DEL-01781,ORD-02406,DRV-040,2025-07-19 12:44:54,2025-07-19 14:02:54,failed,20.6,78
DEL-01782,ORD-02407,DRV-049,2025-08-06 05:19:27,2025-08-06 06:47:27,delivered,69.7,88
DEL-01783,ORD-02408,DRV-039,2026-04-05 06:37:14,2026-04-05 10:16:14,delivered,46.7,219
DEL-01784,ORD-02409,DRV-025,2025-12-13 11:16:14,2025-12-13 13:23:14,delivered,43.6,127
DEL-01785,ORD-02410,DRV-032,2025-09-04 15:34:23,2025-09-04 16:05:23,delivered,67.3,31
DEL-01786,ORD-02413,DRV-039,2026-03-03 22:27:22,2026-03-03 23:19:22,delivered,65.1,52
DEL-01787,ORD-02414,DRV-040,2026-01-08 07:33:48,2026-01-08 08:14:48,delivered,64.4,41
DEL-01788,ORD-02415,DRV-018,2025-05-20 04:10:59,2025-05-20 06:20:59,delivered,42.3,130
DEL-01789,ORD-02416,DRV-022,2025-12-05 16:44:36,2025-12-05 19:50:36,delivered,4.7,186
DEL-01790,ORD-02418,DRV-044,2025-08-20 22:00:17,2025-08-21 00:12:17,delivered,15.3,132
DEL-01791,ORD-02420,DRV-037,2026-01-15 04:19:41,2026-01-15 06:42:41,delivered,21.9,143
DEL-01792,ORD-02421,DRV-017,2026-03-23 02:26:40,2026-03-23 05:23:40,delivered,45.5,177
DEL-01793,ORD-02422,DRV-029,2025-09-09 02:39:05,2025-09-09 06:24:05,delivered,21.0,225
DEL-01794,ORD-02423,DRV-006,2025-08-08 06:52:25,2025-08-08 09:53:25,failed,10.5,181
DEL-01795,ORD-02426,DRV-045,2025-04-18 04:58:38,2025-04-18 05:42:38,delivered,73.1,44
DEL-01796,ORD-02427,DRV-044,2025-05-13 14:21:13,2025-05-13 15:09:13,delivered,77.0,48
DEL-01797,ORD-02428,DRV-047,2025-12-27 05:53:06,2025-12-27 08:33:06,delivered,49.6,160
DEL-01798,ORD-02430,DRV-016,2025-12-11 16:30:56,2025-12-11 19:32:56,delivered,19.3,182
DEL-01799,ORD-02431,DRV-014,2026-01-09 10:48:44,2026-01-09 13:45:44,delivered,34.1,177
DEL-01800,ORD-02432,DRV-013,2025-06-17 05:52:44,2025-06-17 09:51:44,delivered,53.4,239
DEL-01801,ORD-02433,DRV-001,2025-09-01 08:14:38,2025-09-01 09:54:38,failed,56.1,100
DEL-01802,ORD-02434,DRV-043,2025-12-31 06:38:55,2025-12-31 10:22:55,delivered,5.1,224
DEL-01803,ORD-02435,DRV-032,2025-06-29 08:56:25,2025-06-29 11:13:25,delivered,22.6,137
DEL-01804,ORD-02436,DRV-019,2025-06-23 00:22:15,2025-06-23 01:26:15,failed,2.7,64
DEL-01805,ORD-02437,DRV-031,2026-03-29 15:19:01,2026-03-29 16:30:01,delivered,66.2,71
DEL-01806,ORD-02438,DRV-040,2025-09-29 19:31:27,2025-09-29 23:23:27,delivered,44.7,232
DEL-01807,ORD-02439,DRV-031,2026-02-07 14:42:57,2026-02-07 15:28:57,delivered,68.6,46
DEL-01808,ORD-02440,DRV-029,2025-06-24 09:23:54,2025-06-24 10:58:54,delivered,49.5,95
DEL-01809,ORD-02441,DRV-016,2025-05-08 03:09:45,2025-05-08 05:17:45,delivered,2.4,128
DEL-01810,ORD-02446,DRV-036,2025-09-14 13:30:57,2025-09-14 15:56:57,delivered,76.8,146
DEL-01811,ORD-02451,DRV-012,2025-08-03 06:36:30,2025-08-03 08:10:30,returned_to_warehouse,55.2,94
DEL-01812,ORD-02452,DRV-032,2025-08-31 23:13:03,2025-09-01 00:50:03,delivered,35.5,97
DEL-01813,ORD-02453,DRV-010,2025-07-26 18:10:15,2025-07-26 20:57:15,delivered,5.7,167
DEL-01814,ORD-02455,DRV-028,2025-11-17 07:46:32,2025-11-17 09:02:32,failed,35.1,76
DEL-01815,ORD-02456,DRV-038,2025-10-08 23:16:17,2025-10-09 01:54:17,delivered,42.4,158
DEL-01816,ORD-02458,DRV-019,2025-05-24 00:48:31,2025-05-24 03:32:31,delivered,38.0,164
DEL-01817,ORD-02459,DRV-049,2025-05-08 19:20:46,2025-05-08 21:14:46,failed,42.0,114
DEL-01818,ORD-02460,DRV-040,2026-01-16 03:13:36,2026-01-16 04:00:36,in_transit,20.4,47
DEL-01819,ORD-02461,DRV-045,2025-04-20 21:29:13,2025-04-20 22:33:13,delivered,58.3,64
DEL-01820,ORD-02464,DRV-045,2025-05-21 17:01:56,2025-05-21 19:17:56,failed,79.6,136
DEL-01821,ORD-02465,DRV-022,2025-10-24 10:47:57,2025-10-24 13:51:57,delivered,35.9,184
DEL-01822,ORD-02466,DRV-017,2025-04-20 04:47:47,2025-04-20 05:33:47,delivered,79.1,46
DEL-01823,ORD-02468,DRV-010,2026-04-12 06:02:27,2026-04-12 07:35:27,in_transit,42.2,93
DEL-01824,ORD-02469,DRV-019,2026-01-21 02:04:25,2026-01-21 03:45:25,delivered,67.6,101
DEL-01825,ORD-02470,DRV-043,2026-03-23 11:57:13,2026-03-23 15:01:13,delivered,20.9,184
DEL-01826,ORD-02471,DRV-024,2025-10-06 13:22:34,2025-10-06 15:36:34,failed,11.3,134
DEL-01827,ORD-02472,DRV-009,2025-08-17 23:27:49,2025-08-18 02:18:49,delivered,64.7,171
DEL-01828,ORD-02473,DRV-030,2025-09-21 11:37:38,2025-09-21 13:08:38,delivered,69.7,91
DEL-01829,ORD-02474,DRV-034,2025-08-29 06:21:12,2025-08-29 09:39:12,delivered,34.7,198
DEL-01830,ORD-02475,DRV-003,2026-03-06 23:00:01,2026-03-07 00:50:01,delivered,77.5,110
DEL-01831,ORD-02476,DRV-020,2026-04-16 04:02:10,2026-04-16 07:32:10,delivered,12.2,210
DEL-01832,ORD-02477,DRV-044,2026-02-08 18:25:35,2026-02-08 19:58:35,delivered,6.1,93
DEL-01833,ORD-02478,DRV-049,2026-03-25 22:38:30,2026-03-26 02:34:30,delivered,71.0,236
DEL-01834,ORD-02479,DRV-042,2025-12-17 03:03:23,2025-12-17 05:38:23,delivered,7.3,155
DEL-01835,ORD-02480,DRV-023,2025-09-01 10:24:59,2025-09-01 12:06:59,failed,25.3,102
DEL-01836,ORD-02481,DRV-007,2025-05-07 18:54:20,2025-05-07 20:12:20,delivered,69.2,78
DEL-01837,ORD-02483,DRV-001,2025-08-14 18:04:41,2025-08-14 21:14:41,delivered,8.0,190
DEL-01838,ORD-02485,DRV-032,2025-09-30 23:23:04,2025-10-01 02:12:04,delivered,68.1,169
DEL-01839,ORD-02487,DRV-027,2026-01-07 02:14:45,2026-01-07 05:58:45,failed,64.2,224
DEL-01840,ORD-02488,DRV-040,2026-03-06 06:52:36,2026-03-06 08:43:36,delivered,56.4,111
DEL-01841,ORD-02489,DRV-015,2025-06-07 19:22:47,2025-06-07 22:02:47,delivered,27.8,160
DEL-01842,ORD-02491,DRV-006,2026-02-28 02:37:54,2026-02-28 04:57:54,delivered,27.4,140
DEL-01843,ORD-02492,DRV-044,2025-07-28 05:53:07,2025-07-28 06:30:07,failed,14.9,37
DEL-01844,ORD-02493,DRV-011,2025-12-28 13:43:33,2025-12-28 14:58:33,delivered,28.4,75
DEL-01845,ORD-02496,DRV-028,2025-11-30 01:27:45,2025-11-30 04:46:45,delivered,42.8,199
DEL-01846,ORD-02497,DRV-040,2025-12-13 23:41:23,2025-12-14 00:21:23,delivered,73.1,40
DEL-01847,ORD-02498,DRV-034,2025-10-07 01:37:26,2025-10-07 03:46:26,delivered,48.0,129
DEL-01848,ORD-02499,DRV-011,2025-09-15 16:30:30,2025-09-15 18:19:30,delivered,15.7,109
DEL-01849,ORD-02500,DRV-003,2025-06-25 06:31:57,2025-06-25 09:17:57,delivered,79.2,166
DEL-01850,ORD-02501,DRV-015,2026-04-11 20:46:10,2026-04-11 21:55:10,delivered,5.5,69
DEL-01851,ORD-02502,DRV-036,2026-04-02 17:46:06,2026-04-02 21:08:06,delivered,15.1,202
DEL-01852,ORD-02503,DRV-011,2026-02-08 21:21:48,2026-02-08 23:48:48,delivered,9.1,147
DEL-01853,ORD-02504,DRV-028,2025-04-22 09:55:02,2025-04-22 13:35:02,in_transit,14.4,220
DEL-01854,ORD-02505,DRV-009,2025-08-27 20:36:57,2025-08-27 22:43:57,returned_to_warehouse,42.8,127
DEL-01855,ORD-02507,DRV-035,2026-02-06 19:59:52,2026-02-06 22:22:52,delivered,74.5,143
DEL-01856,ORD-02508,DRV-043,2025-08-13 16:36:56,2025-08-13 17:40:56,delivered,35.3,64
DEL-01857,ORD-02509,DRV-030,2025-09-27 02:49:16,2025-09-27 04:45:16,delivered,16.5,116
DEL-01858,ORD-02510,DRV-010,2025-11-25 08:52:44,2025-11-25 10:58:44,delivered,78.6,126
DEL-01859,ORD-02511,DRV-036,2025-09-08 22:53:31,2025-09-09 01:32:31,delivered,79.5,159
DEL-01860,ORD-02512,DRV-048,2025-11-26 02:58:38,2025-11-26 04:36:38,delivered,36.1,98
DEL-01861,ORD-02513,DRV-015,2025-05-15 12:24:11,2025-05-15 14:38:11,delivered,16.2,134
DEL-01862,ORD-02514,DRV-049,2025-09-19 19:09:05,2025-09-19 22:22:05,delivered,51.4,193
DEL-01863,ORD-02515,DRV-022,2026-03-24 00:18:01,2026-03-24 03:30:01,delivered,56.9,192
DEL-01864,ORD-02516,DRV-009,2026-03-24 03:41:58,2026-03-24 05:59:58,returned_to_warehouse,15.5,138
DEL-01865,ORD-02518,DRV-042,2026-02-25 02:16:22,2026-02-25 06:11:22,delivered,68.4,235
DEL-01866,ORD-02519,DRV-014,2026-03-14 06:55:48,2026-03-14 10:41:48,delivered,4.9,226
DEL-01867,ORD-02521,DRV-014,2025-08-02 00:04:20,2025-08-02 02:49:20,delivered,29.8,165
DEL-01868,ORD-02522,DRV-041,2025-06-26 04:08:15,2025-06-26 05:10:15,delivered,62.5,62
DEL-01869,ORD-02523,DRV-029,2025-06-08 20:03:31,2025-06-08 21:05:31,delivered,15.3,62
DEL-01870,ORD-02524,DRV-017,2025-10-25 04:48:44,2025-10-25 05:23:44,delivered,26.3,35
DEL-01871,ORD-02525,DRV-022,2025-11-10 18:12:48,2025-11-10 21:57:48,delivered,58.7,225
DEL-01872,ORD-02526,DRV-047,2026-02-23 14:39:57,2026-02-23 16:23:57,delivered,72.8,104
DEL-01873,ORD-02527,DRV-029,2025-10-19 04:39:48,2025-10-19 08:08:48,returned_to_warehouse,55.3,209
DEL-01874,ORD-02528,DRV-007,2025-06-03 20:56:31,2025-06-03 23:23:31,delivered,52.6,147
DEL-01875,ORD-02529,DRV-005,2026-02-01 21:52:46,2026-02-02 00:24:46,delivered,77.7,152
DEL-01876,ORD-02530,DRV-019,2025-08-04 19:41:12,2025-08-04 23:32:12,delivered,47.5,231
DEL-01877,ORD-02531,DRV-022,2025-12-18 16:02:28,2025-12-18 19:17:28,delivered,37.9,195
DEL-01878,ORD-02533,DRV-018,2026-03-02 07:18:07,2026-03-02 10:23:07,returned_to_warehouse,2.8,185
DEL-01879,ORD-02534,DRV-043,2025-06-17 12:15:03,2025-06-17 15:36:03,delivered,74.3,201
DEL-01880,ORD-02535,DRV-046,2025-09-26 22:10:55,2025-09-27 00:47:55,delivered,60.2,157
DEL-01881,ORD-02536,DRV-011,2025-05-28 12:09:04,2025-05-28 15:18:04,returned_to_warehouse,68.2,189
DEL-01882,ORD-02537,DRV-030,2025-12-14 13:42:06,2025-12-14 16:31:06,delivered,49.0,169
DEL-01883,ORD-02538,DRV-028,2025-07-15 04:49:32,2025-07-15 08:15:32,in_transit,36.1,206
DEL-01884,ORD-02539,DRV-021,2025-07-04 11:19:57,2025-07-04 12:30:57,delivered,20.7,71
DEL-01885,ORD-02541,DRV-011,2025-12-14 07:18:26,2025-12-14 10:19:26,delivered,54.8,181
DEL-01886,ORD-02542,DRV-041,2025-05-19 13:04:40,2025-05-19 14:44:40,delivered,4.5,100
DEL-01887,ORD-02543,DRV-009,2025-09-23 02:18:40,2025-09-23 05:20:40,delivered,27.2,182
DEL-01888,ORD-02544,DRV-016,2026-01-04 17:21:56,2026-01-04 20:54:56,failed,5.7,213
DEL-01889,ORD-02545,DRV-047,2025-06-14 19:43:26,2025-06-14 22:23:26,delivered,4.3,160
DEL-01890,ORD-02546,DRV-025,2026-03-23 14:14:41,2026-03-23 16:53:41,failed,40.9,159
DEL-01891,ORD-02547,DRV-036,2026-03-11 20:32:25,2026-03-11 23:21:25,delivered,19.5,169
DEL-01892,ORD-02548,DRV-050,2026-01-22 07:25:09,2026-01-22 08:08:09,failed,27.0,43
DEL-01893,ORD-02549,DRV-008,2025-07-05 10:54:12,2025-07-05 11:33:12,in_transit,44.2,39
DEL-01894,ORD-02551,DRV-013,2025-10-07 17:17:30,2025-10-07 21:16:30,delivered,19.0,239
DEL-01895,ORD-02552,DRV-042,2026-03-10 10:30:18,2026-03-10 12:43:18,delivered,37.8,133
DEL-01896,ORD-02553,DRV-005,2025-05-31 22:11:18,2025-06-01 00:46:18,delivered,14.9,155
DEL-01897,ORD-02554,DRV-040,2025-06-05 05:08:53,2025-06-05 07:15:53,delivered,30.5,127
DEL-01898,ORD-02555,DRV-019,2025-10-28 23:49:05,2025-10-29 02:17:05,delivered,56.4,148
DEL-01899,ORD-02556,DRV-037,2026-01-06 15:56:54,2026-01-06 18:32:54,delivered,28.6,156
DEL-01900,ORD-02561,DRV-042,2026-01-21 15:40:10,2026-01-21 17:44:10,delivered,4.0,124
DEL-01901,ORD-02563,DRV-046,2025-12-07 15:10:17,2025-12-07 18:36:17,delivered,51.1,206
DEL-01902,ORD-02564,DRV-024,2025-09-02 03:55:19,2025-09-02 04:46:19,delivered,36.6,51
DEL-01903,ORD-02565,DRV-040,2026-01-05 04:04:14,2026-01-05 05:47:14,delivered,72.0,103
DEL-01904,ORD-02567,DRV-043,2025-09-03 02:35:48,2025-09-03 03:46:48,delivered,55.8,71
DEL-01905,ORD-02568,DRV-030,2025-12-08 16:39:13,2025-12-08 18:42:13,failed,13.2,123
DEL-01906,ORD-02569,DRV-033,2025-11-09 09:37:12,2025-11-09 12:58:12,delivered,62.3,201
DEL-01907,ORD-02570,DRV-021,2026-02-22 21:51:59,2026-02-23 01:39:59,delivered,61.2,228
DEL-01908,ORD-02572,DRV-006,2025-07-06 16:43:58,2025-07-06 17:30:58,delivered,49.6,47
DEL-01909,ORD-02573,DRV-021,2025-05-28 20:15:01,2025-05-28 22:20:01,delivered,40.3,125
DEL-01910,ORD-02574,DRV-043,2025-05-18 04:43:29,2025-05-18 05:28:29,in_transit,64.7,45
DEL-01911,ORD-02576,DRV-017,2026-01-11 14:53:50,2026-01-11 17:24:50,delivered,51.2,151
